url,domain,section,slug,label,title
https://www.foxnews.com/food-drink/pennsylvania-family-sickened-after-eating-toxic-mushrooms-expected-recover.print,www.foxnews.com,food-drink,pennsylvania-family-sickened-after-eating-toxic-mushrooms-expected-recover.print,fox,Pennsylvania family sickened after eating toxic mushrooms expected to recover
https://www.foxnews.com/health/family-selling-dream-home-fund-life-saving-treatment-daughter.print,www.foxnews.com,health,family-selling-dream-home-fund-life-saving-treatment-daughter.print,fox,Family selling dream home to fund life-saving treatment for 5-year-old daughter
https://www.foxnews.com/world/israel-strikes-hamas-gaza-surprise-attack-exchanges-fire-hezbollah,www.foxnews.com,world,israel-strikes-hamas-gaza-surprise-attack-exchanges-fire-hezbollah,fox,"Israel declares war after Hamas surprise attack, launches retaliatory airstrikes in Gaza"
https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-get-support-from-family-after-surprise-eras-tour-stage-appearance,www.foxnews.com,entertainment,taylor-swift-travis-kelce-get-support-from-family-after-surprise-eras-tour-stage-appearance,fox,"Taylor Swift, Travis Kelce get support from family after surprise 'Eras Tour' stage appearance"
https://www.foxnews.com/entertainment/jim-morrison-the-doors-memoir-robby-krieger,www.foxnews.com,entertainment,jim-morrison-the-doors-memoir-robby-krieger,fox,"The Doors' Jim Morrison had ‘a fascination with death’ before passing away at 27, bandmate Robby Krieger says"
https://www.foxnews.com/politics/walz-repeats-georgia-abortion-death-falsehood-decried-doctors-fearmongering,www.foxnews.com,politics,walz-repeats-georgia-abortion-death-falsehood-decried-doctors-fearmongering,fox,Walz repeats Georgia abortion death falsehood decried by doctors as 'fearmongering'
https://www.foxnews.com/politics/harris-campaign-wont-give-details-type-gun-she-owns-last-time-she-went-range,www.foxnews.com,politics,harris-campaign-wont-give-details-type-gun-she-owns-last-time-she-went-range,fox,"Harris campaign won't give details on type of gun she owns, last time she went to range"
https://www.foxnews.com/us/utah-mom-kept-missing-daughter-hidden-cult-compound-months-help-from-adult-sons-prosecutors,www.foxnews.com,us,utah-mom-kept-missing-daughter-hidden-cult-compound-months-help-from-adult-sons-prosecutors,fox,"Utah mom kept missing daughter, 5, hidden in cult 'compound' for months with help from adult sons: prosecutors"
https://www.foxnews.com/media/kamala-harris-far-left-record-dismissed-accusations-attacks-from-trump-gop-shes-moderate,www.foxnews.com,media,kamala-harris-far-left-record-dismissed-accusations-attacks-from-trump-gop-shes-moderate,fox,"Kamala Harris' far-left record dismissed as 'accusations,' attacks from Trump and GOP: 'She's moderate'"
https://www.foxnews.com/world/israel-defense-forces-confirm-targeted-strike-beirut,www.foxnews.com,world,israel-defense-forces-confirm-targeted-strike-beirut,fox,Israel Defense Forces confirm 'targeted strike' on Beirut
https://www.foxnews.com/world/pope-emeritus-benedict-xvi-dead-95-vatican-says,www.foxnews.com,world,pope-emeritus-benedict-xvi-dead-95-vatican-says,fox,"Pope Emeritus Benedict XVI dead at 95, Vatican says"
https://www.foxnews.com/politics/sheldon-whitehouse-doesnt-denounce-all-white-beach-club-his-family-belongs-to,www.foxnews.com,politics,sheldon-whitehouse-doesnt-denounce-all-white-beach-club-his-family-belongs-to,fox,Sheldon Whitehouse doesn't denounce super-exclusive beach club his family belongs to
https://www.foxnews.com/sports/san-jose-state-womens-volleyballs-trans-player-raises-eyebrows-brutal-spike-vs-new-mexico.print,www.foxnews.com,sports,san-jose-state-womens-volleyballs-trans-player-raises-eyebrows-brutal-spike-vs-new-mexico.print,fox,San Jose State women's volleyball's trans player raises eyebrows with brutal spike vs New Mexico
https://www.foxnews.com/entertainment/star-wars-actress-carrie-fisher-honored-star-hollywood-walk-of-fame-amid-family-drama,www.foxnews.com,entertainment,star-wars-actress-carrie-fisher-honored-star-hollywood-walk-of-fame-amid-family-drama,fox,'Star Wars' actress Carrie Fisher honored with star on Hollywood Walk of Fame amid family drama
https://www.foxnews.com/politics/aoc-fires-back-fetterman-accuses-him-bleak-dunk-attempt,www.foxnews.com,politics,aoc-fires-back-fetterman-accuses-him-bleak-dunk-attempt,fox,"AOC fires back at Fetterman, accuses him of 'bleak dunk attempt'"
https://www.foxnews.com/media/harris-calls-americans-move-past-failed-policies-november-draws-mockery.print,www.foxnews.com,media,harris-calls-americans-move-past-failed-policies-november-draws-mockery.print,fox,"Harris calls for Americans to 'move past the failed policies' in November, draws mockery"
https://www.foxnews.com/entertainment/jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times.print,www.foxnews.com,entertainment,jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times.print,fox,"Jake E Lee, former guitarist for Ozzy Osbourne, ‘broke a rib and damaged a lung’ after being shot at 3 times"
https://www.foxnews.com/sports/nevada-womens-volleyball-captain-slams-trans-athletes-her-sport-team-decides-against-players-refusal.print,www.foxnews.com,sports,nevada-womens-volleyball-captain-slams-trans-athletes-her-sport-team-decides-against-players-refusal.print,fox,Nevada women's volleyball captain slams trans athletes in her sport as team decides against players’ refusal
https://www.foxnews.com/media/jd-vance-calls-out-deranged-mindset-we-need-illegal-immigrants-build-houses,www.foxnews.com,media,jd-vance-calls-out-deranged-mindset-we-need-illegal-immigrants-build-houses,fox,JD Vance calls out 'deranged' mindset that we need illegal immigrants to build houses
https://www.foxnews.com/lifestyle/meet-american-who-created-bubble-gum-walter-diemer-home-kitchen-chemist-outwitted-scientists,www.foxnews.com,lifestyle,meet-american-who-created-bubble-gum-walter-diemer-home-kitchen-chemist-outwitted-scientists,fox,"Meet the American who created bubble gum, Walter Diemer, home-kitchen chemist outwitted scientists"
https://www.foxnews.com/politics/biden-campaign-sends-all-staff-memo-hoping-calm-post-debate-concerns-report,www.foxnews.com,politics,biden-campaign-sends-all-staff-memo-hoping-calm-post-debate-concerns-report,fox,Biden campaign sends all-staff memo hoping to calm post-debate concerns
https://www.foxnews.com/politics/trump-harris-toss-up-races-key-swing-states-pennsylvania-georgia-nevada-poll.print,www.foxnews.com,politics,trump-harris-toss-up-races-key-swing-states-pennsylvania-georgia-nevada-poll.print,fox,"Trump and Harris in toss-up races in key swing states Pennsylvania, Georgia, Nevada: poll"
https://www.foxnews.com/politics/harris-supporters-say-shell-fix-immigration-blame-trump-for-border-crisis-immigration-blame-trump-border-crisis,www.foxnews.com,politics,harris-supporters-say-shell-fix-immigration-blame-trump-for-border-crisis-immigration-blame-trump-border-crisis,fox,"Harris supporters say she'll fix immigration, blame Trump for border crisis"
https://www.foxnews.com/world/israel-says-conducted-retaliatory-strikes-against-hezbollah-lebanon-struck-hamas-gaza.print,www.foxnews.com,world,israel-says-conducted-retaliatory-strikes-against-hezbollah-lebanon-struck-hamas-gaza.print,fox,"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza"
https://www.foxnews.com/entertainment/harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,www.foxnews.com,entertainment,harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,fox,Harrison Ford mocks Conan O’Brien after 'Star Wars' dis: ‘You can't f---ing remember'
https://www.foxnews.com/lifestyle/franklin-grahams-samaritans-purse-sponsors-21-ambulances-israel-replace-destroyed-hamas,www.foxnews.com,lifestyle,franklin-grahams-samaritans-purse-sponsors-21-ambulances-israel-replace-destroyed-hamas,fox,Franklin Graham's Samaritan's Purse sponsors 21 ambulances in Israel to replace those destroyed by Hamas
https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,www.foxnews.com,entertainment,bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,fox,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps
https://www.foxnews.com/politics/secret-service-protocol-changed-amid-presidential-assassination-attempts-through-years,www.foxnews.com,politics,secret-service-protocol-changed-amid-presidential-assassination-attempts-through-years,fox,How Secret Service protocol has changed amid presidential assassination attempts through the years
https://www.foxnews.com/world/hezbollah-hits-israel-deadliest-attack-months-long-conflict-idf-says-raising-fears-escalation.print,www.foxnews.com,world,hezbollah-hits-israel-deadliest-attack-months-long-conflict-idf-says-raising-fears-escalation.print,fox,"Hezbollah hits Israel with deadliest attack in months-long conflict, IDF says, raising fears of escalation"
https://www.foxnews.com/media/fox-nation-debut-american-history-series-kelsey-grammer,www.foxnews.com,media,fox-nation-debut-american-history-series-kelsey-grammer,fox,Fox Nation to debut new American history series hosted by Kelsey Grammer
https://www.foxnews.com/politics/trump-calls-liz-cheney-low-iq-war-hawk-after-appearance-support-harris,www.foxnews.com,politics,trump-calls-liz-cheney-low-iq-war-hawk-after-appearance-support-harris,fox,Trump calls Liz Cheney a 'low IQ war hawk' after appearance in support of Harris
https://www.foxnews.com/media/trump-hints-he-appear-joe-rogan-podcast-i-think-im-doing-it.print,www.foxnews.com,media,trump-hints-he-appear-joe-rogan-podcast-i-think-im-doing-it.print,fox,Trump hints he will appear on Joe Rogan podcast: 'I think I'm doing it'
https://www.foxnews.com/us/stairwell-b-story-14-survivors-north-tower-9-11,www.foxnews.com,us,stairwell-b-story-14-survivors-north-tower-9-11,fox,"How Stairwell B became the site of a miracle amidst the tragedy of Sept. 11, 2001"
https://www.foxnews.com/lifestyle/best-vegetables-for-health-nutritionists,www.foxnews.com,lifestyle,best-vegetables-for-health-nutritionists,fox,"The best vegetables for your health, according to nutritionists"
https://www.foxnews.com/sports/eagles-nick-sirianni-has-heated-spat-fans-after-close-win-vs-browns,www.foxnews.com,sports,eagles-nick-sirianni-has-heated-spat-fans-after-close-win-vs-browns,fox,Eagles' Nick Sirianni has heated spat with fans after close win vs Browns
https://www.foxnews.com/lifestyle/americas-unique-thanksgiving-stuffing-preferences-state-by-state,www.foxnews.com,lifestyle,americas-unique-thanksgiving-stuffing-preferences-state-by-state,fox,America's 'unique' Thanksgiving stuffing preferences state-by-state
https://www.foxnews.com/politics/wisconsin-kicks-off-election-season-first-widely-available-absentee-ballots.print,www.foxnews.com,politics,wisconsin-kicks-off-election-season-first-widely-available-absentee-ballots.print,fox,Wisconsin kicks off election season with first widely available absentee ballots
https://www.foxnews.com/media/kamala-harris-struggling-how-shes-different-biden-the-view-surprises-cnn-panel.print,www.foxnews.com,media,kamala-harris-struggling-how-shes-different-biden-the-view-surprises-cnn-panel.print,fox,Kamala Harris struggling to say how she's different than Biden on 'The View' surprises CNN panel
https://www.foxnews.com/sports/transgender-athlete-defeated-woman-competitor-major-uk-competition-championship-epic-comeback.print,www.foxnews.com,sports,transgender-athlete-defeated-woman-competitor-major-uk-competition-championship-epic-comeback.print,fox,Transgender athlete defeated by woman competitor at major UK competition championship in epic comeback
https://www.foxnews.com/politics/black-lives-matter-blames-us-praises-cuban-regime-social-media-erupts,www.foxnews.com,politics,black-lives-matter-blames-us-praises-cuban-regime-social-media-erupts,fox,"Black Lives Matter blames US, praises Cuban regime, social media erupts"
https://www.foxnews.com/politics/how-us-government-dole-out-aid-victims-hurricanes-milton-helene,www.foxnews.com,politics,how-us-government-dole-out-aid-victims-hurricanes-milton-helene,fox,"How US government will dole out aid to victims of Hurricanes Milton, Helene"
https://www.foxnews.com/politics/biden-admin-rushing-industrialize-us-oceans-stop-climate-change-environmental-wrecking-ball,www.foxnews.com,politics,biden-admin-rushing-industrialize-us-oceans-stop-climate-change-environmental-wrecking-ball,fox,Biden admin is rushing to industrialize US oceans to stop climate change: 'Environmental wrecking ball'
https://www.foxnews.com/us/honduran-illegal-immigrant-deported-twice-sentenced-texas-burglary-ring,www.foxnews.com,us,honduran-illegal-immigrant-deported-twice-sentenced-texas-burglary-ring,fox,"Honduran illegal immigrant deported from US twice, sentenced for leading Texas burglary ring: 'Masterminded'"
https://www.foxnews.com/us/colorado-mayor-speaks-out-after-video-armed-venezuelan-gang-apartment-goes-viral.print,www.foxnews.com,us,colorado-mayor-speaks-out-after-video-armed-venezuelan-gang-apartment-goes-viral.print,fox,Colorado mayor speaks out after video of armed Venezuelan gang in apartment goes viral: 'Failed policy'
https://www.foxnews.com/us/remains-of-kansas-priest-who-died-in-korean-war-identified.print,www.foxnews.com,us,remains-of-kansas-priest-who-died-in-korean-war-identified.print,fox,Remains of Kansas Priest Who Died in Korean War Identified
https://www.foxnews.com/us/anti-israel-yale-protesters-joining-columbia-students-in-tear-down-our-society-ivy-league-movement-law-prof,www.foxnews.com,us,anti-israel-yale-protesters-joining-columbia-students-in-tear-down-our-society-ivy-league-movement-law-prof,fox,Anti-Israel Yale protesters joining Columbia students in 'tear down our society' Ivy League movement: Law prof
https://www.foxnews.com/sports/idaho-gov-praises-boise-states-decision-forfeit-womens-volleyball-match-against-team-trans-player,www.foxnews.com,sports,idaho-gov-praises-boise-states-decision-forfeit-womens-volleyball-match-against-team-trans-player,fox,Idaho gov praises Boise State’s decision to forfeit women’s volleyball match against team with trans player
https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden,www.foxnews.com,entertainment,billy-joel-weight-loss-madison-square-garden,fox,Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery
https://www.foxnews.com/food-drink/tequila-more-than-shot-fun-facts-spirit,www.foxnews.com,food-drink,tequila-more-than-shot-fun-facts-spirit,fox,"Tequila is more than just a shot, plus other fun facts about this spirit"
https://www.foxnews.com/lifestyle/americans-need-face-face-civil-discussions-folks-outside-bubble.print,www.foxnews.com,lifestyle,americans-need-face-face-civil-discussions-folks-outside-bubble.print,fox,Why Americans need more face-to-face civil discussions 'with folks outside their own bubble'
https://www.foxnews.com/media/mom-dad-complain-11-year-old-daughter-forced-share-bed-biological-male-school-trip,www.foxnews.com,media,mom-dad-complain-11-year-old-daughter-forced-share-bed-biological-male-school-trip,fox,Christian parents complain after 11-year-old daughter forced to share bed with biological male on school trip
https://www.foxnews.com/media/slap-face-media-government-downplaying-venezuelan-gangs-says-woman-fled-colorado-apartment,www.foxnews.com,media,slap-face-media-government-downplaying-venezuelan-gangs-says-woman-fled-colorado-apartment,fox,"'Slap in the face': Media, government downplaying Venezuelan gangs, says woman who fled her Colorado apartment"
https://www.foxnews.com/us/seven-deadly-sins-biker-gang-founder-kills-7-people-dog.print,www.foxnews.com,us,seven-deadly-sins-biker-gang-founder-kills-7-people-dog.print,fox,‘Seven Deadly Sins’ biker gang founder kills seven people and dog
https://www.foxnews.com/politics/trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print,www.foxnews.com,politics,trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print,fox,Trump indicted a second time in election subversion case brought by special counsel Jack Smith
https://www.foxnews.com/sports/san-jose-state-police-battle-womens-volleyball-transgender-culture-war,www.foxnews.com,sports,san-jose-state-police-battle-womens-volleyball-transgender-culture-war,fox,Inside San Jose State's police battle to protect women's athletes threatened by a transgender culture war
https://www.foxnews.com/politics/power-rankings-trump-maintains-lead-two-top-issues-ahead-vp-debate,www.foxnews.com,politics,power-rankings-trump-maintains-lead-two-top-issues-ahead-vp-debate,fox,Fox News Power Rankings: Trump maintains lead on 2 top issues ahead of VP debate
https://www.foxnews.com/entertainment/kate-moss-50-victorias-secret-fashion-show-surprise-appearance-daughter-lila-22,www.foxnews.com,entertainment,kate-moss-50-victorias-secret-fashion-show-surprise-appearance-daughter-lila-22,fox,"Kate Moss, 50, takes Victoria's Secret fashion show by storm in surprise appearance with daughter Lila, 22"
https://www.foxnews.com/politics/5-more-house-democrats-call-biden-drop-out#&_intcmp=fnhpbt5,www.foxnews.com,politics,5-more-house-democrats-call-biden-drop-out,fox,"Five more House Democrats call on Biden to drop out, third US senator"
https://www.foxnews.com/politics/riley-gaines-visits-rnc-message-new-york-ag-letitia-james-democrats-claiming-party-women.print,www.foxnews.com,politics,riley-gaines-visits-rnc-message-new-york-ag-letitia-james-democrats-claiming-party-women.print,fox,"Riley Gaines visits RNC with message for New York AG Letitia James, Democrats claiming to be party for women"
https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu,www.foxnews.com,entertainment,hilary-duff-how-i-met-your-father-series-sequel-hulu,fox,Hilary Duff lands ‘How I Met Your Father’ series sequel role for Hulu
https://www.foxnews.com/politics/flashback-harris-campaign-senior-adviser-several-insensitive-comments-women-gay-people,www.foxnews.com,politics,flashback-harris-campaign-senior-adviser-several-insensitive-comments-women-gay-people,fox,"FLASHBACK: New Harris campaign senior adviser made several insensitive comments about women, gay people"
https://www.foxnews.com/politics/michigan-becomes-top-gop-senate-target-mike-rogers-ties-dem-opponent-among-older-voters,www.foxnews.com,politics,michigan-becomes-top-gop-senate-target-mike-rogers-ties-dem-opponent-among-older-voters,fox,Michigan becomes a top GOP Senate target as Mike Rogers ties with Dem opponent among older voters
https://www.foxnews.com/sports/american-women-players-settle-suit-vs-us-soccer-for-24m,www.foxnews.com,sports,american-women-players-settle-suit-vs-us-soccer-for-24m,fox,American women players settle suit vs. US Soccer for $24M
https://www.foxnews.com/sports/herschel-walker-says-obama-forgot-our-fight-right-vote-after-scolding-black-voters-against-harris,www.foxnews.com,sports,herschel-walker-says-obama-forgot-our-fight-right-vote-after-scolding-black-voters-against-harris,fox,Herschel Walker says Obama 'forgot our fight for right to vote' after scolding Black voters against Harris
https://www.foxnews.com/us/would-be-trump-assassin-wants-judge-cannon-recuse-herself-dismissing-document-case.print,www.foxnews.com,us,would-be-trump-assassin-wants-judge-cannon-recuse-herself-dismissing-document-case.print,fox,Would-be Trump assassin wants Judge Cannon to recuse herself for dismissing document case
https://www.foxnews.com/politics/nj-announces-emergency-dune-repairs-shore-town-penalized-doing-itself,www.foxnews.com,politics,nj-announces-emergency-dune-repairs-shore-town-penalized-doing-itself,fox,NJ announces emergency dune repairs in shore town penalized for doing them itself
https://www.foxnews.com/media/cnn-political-director-warns-trouble-sign-harris-she-lags-white-male-voters-key-states,www.foxnews.com,media,cnn-political-director-warns-trouble-sign-harris-she-lags-white-male-voters-key-states,fox,CNN political director warns of 'trouble sign for Harris' as she lags with White male voters in key states
https://www.foxnews.com/food-drink/japanese-souffle-pancake-gaining-popularity-us-origin-story-hawaii-15-years-ago,www.foxnews.com,food-drink,japanese-souffle-pancake-gaining-popularity-us-origin-story-hawaii-15-years-ago,fox,"Japanese soufflé pancake gaining popularity in US, yet origin story begins in Hawaii 15 years ago"
https://www.foxnews.com/lifestyle/garlic-planting-roasting-cooking-health-benefits,www.foxnews.com,lifestyle,garlic-planting-roasting-cooking-health-benefits,fox,"Garlic: Planting, roasting and understanding the health benefits of the plant"
https://www.foxnews.com/sports/olympic-boxer-deemed-have-male-chromosomes-wins-fight-46-seconds-opponent-left-tears-after-hard-hits,www.foxnews.com,sports,olympic-boxer-deemed-have-male-chromosomes-wins-fight-46-seconds-opponent-left-tears-after-hard-hits,fox,"Olympic boxer deemed to have male chromosomes wins fight in 46 seconds, opponent left in tears after hard hits"
https://www.foxnews.com/sports/womens-volleyball-team-transgender-player-getting-police-security-amid-backlash-lawsuit,www.foxnews.com,sports,womens-volleyball-team-transgender-player-getting-police-security-amid-backlash-lawsuit,fox,Women's volleyball team with transgender player getting police protection amid backlash and lawsuit
https://www.foxnews.com/politics/oprah-winfrey-makes-surprise-dnc-appearance-rail-against-man-she-once-considered-running-office,www.foxnews.com,politics,oprah-winfrey-makes-surprise-dnc-appearance-rail-against-man-she-once-considered-running-office,fox,Oprah Winfrey makes surprise DNC appearance to rail against man she once considered running for office with
https://www.foxnews.com/media/cnn-brian-stelter-reliable-sources-2021.print,www.foxnews.com,media,cnn-brian-stelter-reliable-sources-2021.print,fox,Here are 20 major media stories CNN's Brian Stelter ignored on his so-called media show in 2021
https://www.foxnews.com/world/german-bureaucrat-under-fire-trashing-british-wwii-hero-inspired-israeli-army,www.foxnews.com,world,german-bureaucrat-under-fire-trashing-british-wwii-hero-inspired-israeli-army,fox,German bureaucrat under fire for trashing British WWII hero who inspired Israeli army
https://www.foxnews.com/us/sniper-killed-would-be-trump-assassin-one-million-shot-source,www.foxnews.com,us,sniper-killed-would-be-trump-assassin-one-million-shot-source,fox,Sniper killed would-be Trump assassin with 'one-in-a-million shot': source
https://www.foxnews.com/politics/rfk-jr-corporate-media-attacked-more-president-trump,www.foxnews.com,politics,rfk-jr-corporate-media-attacked-more-president-trump,fox,RFK Jr says ‘corporate media’ has attacked him ‘even more than President Trump’
https://www.foxnews.com/politics/harris-trump-showdown-leading-law-enforcement-group-takes-sides-presidential-election,www.foxnews.com,politics,harris-trump-showdown-leading-law-enforcement-group-takes-sides-presidential-election,fox,Harris-Trump showdown: Group of former law enforcement leaders takes sides in presidential election
https://www.foxnews.com/media/cnn-brian-stelter-hunter-biden-disinformation-conference,www.foxnews.com,media,cnn-brian-stelter-hunter-biden-disinformation-conference,fox,"Brian Stelter defends media not covering Hunter Biden in 2020, says critics don't know 'how newsrooms work'"
https://www.foxnews.com/food-drink/tiktok-video-fast-food-restaurant-shows-how-speedy-machine-makes-salad-bowl-no-time,www.foxnews.com,food-drink,tiktok-video-fast-food-restaurant-shows-how-speedy-machine-makes-salad-bowl-no-time,fox,TikTok video at fast-food restaurant shows how speedy machine makes salad bowl in no time
https://www.foxnews.com/lifestyle/this-day-history-feb-17-1801-jefferson-elected-president-party-politics-nation,www.foxnews.com,lifestyle,this-day-history-feb-17-1801-jefferson-elected-president-party-politics-nation,fox,"On this day in history, February 17, 1801, Jefferson is elected president as party politics divide new nation"
https://www.foxnews.com/media/fox-news-channel-dominates-cnn-msnbc-during-historic-news-cycle-of-third-quarter.print,www.foxnews.com,media,fox-news-channel-dominates-cnn-msnbc-during-historic-news-cycle-of-third-quarter.print,fox,"Fox News Channel dominates CNN, MSNBC during historic news cycle of third quarter as 'The Five' makes history"
https://www.foxnews.com/media/biden-called-out-border-crisis-texas-democrat-absolutely-president-should-be-here,www.foxnews.com,media,biden-called-out-border-crisis-texas-democrat-absolutely-president-should-be-here,fox,Biden called out on border crisis by Texas Democrat: 'Absolutely the president should be here'
https://www.foxnews.com/politics/biden-admin-unveils-sweeping-new-actions-increasing-costs-oil-gas-leasing,www.foxnews.com,politics,biden-admin-unveils-sweeping-new-actions-increasing-costs-oil-gas-leasing,fox,"Biden admin unveils sweeping new actions increasing costs for oil, gas leasing"
https://www.foxnews.com/media/cnn-brian-stelter-andrew-cuomo-leadership-hope-not-false-hope.print,www.foxnews.com,media,cnn-brian-stelter-andrew-cuomo-leadership-hope-not-false-hope.print,fox,"CNN's Brian Stelter gushed over Cuomo's COVID 'leadership': 'He's providing hope, but not false hope'"
https://www.foxnews.com/lifestyle/texas-woman-accidentally-swallows-partial-dentures-how-medical-team-saved,www.foxnews.com,lifestyle,texas-woman-accidentally-swallows-partial-dentures-how-medical-team-saved,fox,"Texas woman accidentally swallows partial dentures, here's how a medical team saved the day"
